Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0016584~nucleosome positioning,3,1.41509434,0.003325156,"P10412, P16403, P16402",187,8,16650,33.38903743,0.999914693,0.260834842,5.780692548
GOTERM_BP_FAT,GO:0034655~nucleobase-containing compound catabolic process,12,5.660377358,0.003698142,"P62861, P46776, P42704, J3QR64, Q07352, P67775, Q9Y5S9, P07305, P47914, P62891, O15116, Q9BYK2",187,380,16650,2.811708415,0.999970234,0.277972762,6.409066813
GOTERM_BP_FAT,GO:0009057~macromolecule catabolic process,25,11.79245283,0.003948101,"Q9NVR0, Q9UJX6, P46776, J3QR64, Q9UPU5, P07858, Q99538, Q9BX70, Q9BYK2, Q14CS0, Q5VWC4, P49427, A6NMN0, P62861, P42704, Q9BVT8, P67775, Q9Y5S9, Q07352, P07305, P47914, P62891, P62256, O15116, E5RJR5",187,1201,16650,1.853402022,0.999985305,0.286242364,6.827959481
GOTERM_BP_FAT,GO:0034622~cellular macromolecular complex assembly,22,10.37735849,0.004170454,"O43639, Q9BPX5, A8MT69, Q5TEC6, Q9NXR1, Q9Y294, Q63HQ0, Q5SRQ6, Q9UDW1, Q9Y244, Q5VWC4, P10412, H0YEH1, O95169, P62993, P16403, P16402, P68431, P62318, P07305, Q9NQA3, Q15388",187,1004,16650,1.951019452,0.999992158,0.292321395,7.19910059
GOTERM_BP_FAT,GO:1901361~organic cyclic compound catabolic process,13,6.132075472,0.004354554,"P62861, P46776, P42704, J3QR64, P67775, Q9Y5S9, Q07352, P07305, Q16719, P47914, P62891, O15116, Q9BYK2",187,445,16650,2.601093553,0.999995338,0.295837402,7.505335918
GOTERM_BP_FAT,GO:0051641~cellular localization,43,20.28301887,0.005080963,"Q9P021, Q9HC10, P46776, P61026, Q13769, O95140, Q01081, P42858, Q9Y4C2, Q9H2G9, Q07352, Q92643, P47914, P62891, Q4G0F5, Q15388, P62834, E5RJR5, E9PK54, Q9NXR1, H0Y3Q8, Q9H082, P17096, E5RIM7, Q63HQ0, P58004, P11279, Q9H9H4, Q9BYK2, M0QY77, P62861, Q9H089, P42704, P10599, Q9Y5S9, P62318, E7ES60, Q9NQA3, Q7Z4Q2, Q96HR9, E7ESC6, Q99584, Q6NXT1",187,2541,16650,1.506733422,0.999999402,0.328360038,8.704370585
GOTERM_BP_FAT,GO:0019058~viral life cycle,13,6.132075472,0.005182611,"E9PK54, P36954, P62861, P46776, P23284, Q13769, P07858, P47914, Q9C035, P62891, P11279, Q9H9H4, Q9BYK2",187,455,16650,2.543926662,0.999999551,0.326348952,8.870978503
GOTERM_BP_FAT,GO:0006417~regulation of translation,11,5.188679245,0.005292077,"O43639, P42704, J3QR64, Q9BUB5, Q9NX07, Q07352, H0Y3Q8, Q9Y5S9, H0Y4V9, P58004, Q9BPZ3",187,343,16650,2.855427885,0.999999671,0.324831641,9.050080392
GOTERM_CC_FAT,GO:0070062~extracellular exosome,49,23.11320755,0.005682087,"P53007, Q9Y6I9, J3QR64, Q14596, P61026, Q32P28, Q99538, Q8IUE6, Q9UDW1, P10412, Q9NSB2, O94760, Q9BRF8, P62993, C9JIZ6, A0A087WSV8, Q14353, P31949, Q8N8N7, P00403, P25815, Q5VV89, P61225, O14657, E5RJR5, P62834, E9PK54, Q14CN4, Q9BPX5, P07858, Q9H082, Q8IX04, A0A087X1N7, P11279, A0A0C4DGQ5, Q9H9H4, Q5SRQ6, P35754, Q9UNN8, P57739, P23284, P10599, P67775, P62318, P68431, E7ES60, Q9NZ45, Q99584, Q9HBH0",176,2811,14527,1.438793619,0.914706928,0.264869875,7.722501546
GOTERM_BP_FAT,GO:0050684~regulation of mRNA processing,6,2.830188679,0.006220598,"E9PK54, Q9BTD8, Q15427, Q07352, Q9Y5S9, K7EK33",187,104,16650,5.13677499,0.999999976,0.362424069,10.55596456
GOTERM_CC_FAT,GO:1903561~extracellular vesicle,49,23.11320755,0.006257022,"P53007, Q9Y6I9, J3QR64, Q14596, P61026, Q32P28, Q99538, Q8IUE6, Q9UDW1, P10412, Q9NSB2, O94760, Q9BRF8, P62993, C9JIZ6, A0A087WSV8, Q14353, P31949, Q8N8N7, P00403, P25815, Q5VV89, P61225, O14657, E5RJR5, P62834, E9PK54, Q14CN4, Q9BPX5, P07858, Q9H082, Q8IX04, A0A087X1N7, P11279, A0A0C4DGQ5, Q9H9H4, Q5SRQ6, P35754, Q9UNN8, P57739, P23284, P10599, P67775, P62318, P68431, E7ES60, Q9NZ45, Q99584, Q9HBH0",176,2825,14527,1.431663315,0.933564621,0.260129876,8.472211394
GOTERM_CC_FAT,GO:0043230~extracellular organelle,49,23.11320755,0.006299933,"P53007, Q9Y6I9, J3QR64, Q14596, P61026, Q32P28, Q99538, Q8IUE6, Q9UDW1, P10412, Q9NSB2, O94760, Q9BRF8, P62993, C9JIZ6, A0A087WSV8, Q14353, P31949, Q8N8N7, P00403, P25815, Q5VV89, P61225, O14657, E5RJR5, P62834, E9PK54, Q14CN4, Q9BPX5, P07858, Q9H082, Q8IX04, A0A087X1N7, P11279, A0A0C4DGQ5, Q9H9H4, Q5SRQ6, P35754, Q9UNN8, P57739, P23284, P10599, P67775, P62318, P68431, E7ES60, Q9NZ45, Q99584, Q9HBH0",176,2826,14527,1.43115671,0.934792463,0.238920929,8.527939366
GOTERM_CC_FAT,GO:0005739~mitochondrion,33,15.56603774,0.006746844,"P53007, Q96TC7, Q14596, O95140, Q5VUM1, Q9UDW1, Q86TS9, O94760, O95169, C9JIZ6, P82664, P00403, Q96PE7, Q15388, Q96D53, Q7L8L6, P07858, Q92686, Q96BR5, P58004, O75879, Q9NZJ6, P35754, Q9Y255, P42704, Q9BUR5, P10599, P67775, Q9UMS0, Q16719, Q9NZ45, Q96DP5, Q16595",176,1700,14527,1.602242647,0.946309182,0.233457276,9.106465409
GOTERM_BP_FAT,GO:0006397~mRNA processing,13,6.132075472,0.006764664,"E9PK54, Q13769, Q7L8L6, K7EK33, Q8WW01, Q01081, Q9BTD8, Q15427, P36954, Q9Y5S9, P62318, Q07352, O15116",187,471,16650,2.457508771,0.999999995,0.379569284,11.42736618
GOTERM_BP_FAT,GO:0010608~posttranscriptional regulation of gene expression,13,6.132075472,0.006874965,"Q5VWC4, E9PK54, O43639, P42704, J3QR64, Q9BUB5, Q9NX07, Q9Y5S9, Q07352, H0Y3Q8, Q9BPZ3, H0Y4V9, P58004",187,472,16650,2.452302184,0.999999996,0.377068396,11.60304936
GOTERM_BP_FAT,GO:0044248~cellular catabolic process,30,14.1509434,0.007088948,"Q9UJX6, P46776, J3QR64, Q99538, Q9BX70, Q14CS0, O94760, A6NMN0, P42858, Q07352, P07305, P47914, P62891, Q96PE7, E5RJR5, Q9NVR0, Q9UPU5, P07858, P58004, Q9BYK2, Q5VWC4, P49427, P62861, P42704, Q9BVT8, P67775, Q9Y5S9, Q16719, P62256, O15116",187,1616,16650,1.652922645,0.999999998,0.379035661,11.94293642
GOTERM_MF_FAT,GO:0031490~chromatin DNA binding,6,2.830188679,0.007202194,"P10412, Q5TEC6, P16403, P16402, P68431, P07305",182,103,15478,4.954016857,0.980113501,0.729072693,9.991840705
GOTERM_BP_FAT,GO:0072599~establishment of protein localization to endoplasmic reticulum,6,2.830188679,0.007276843,"P62861, P46776, P61026, P47914, P62891, Q9BYK2",187,108,16650,4.946524064,0.999999999,0.379842243,12.24036681
GOTERM_CC_FAT,GO:0005654~nucleoplasm,51,24.05660377,0.00734931,"A8MT69, Q9UJX6, Q9Y294, Q13769, K7EK33, A0A0A0MSG2, Q01081, Q9Y244, P36954, Q15427, P62993, K7EMV4, P42858, Q9Y224, Q9H2G9, P07305, Q9HBE1, E5RJR5, Q99547, E9PK54, Q6PCD5, O75506, Q9BUB5, H0Y3Q8, O75528, Q9BYG3, P17096, Q8WW01, C9JIC7, Q9BYK2, Q5SRQ6, Q9H4Z3, Q14653, Q5VWC4, Q9Y255, P49427, Q15911, Q9H089, P62861, P42704, Q9BVT8, P10599, Q9Y5S9, E9PNN6, P68431, P62318, Q9UMS0, Q16719, Q92613, P17706, P78364",176,2996,14527,1.405049536,0.958688984,0.233217565,9.880979107
GOTERM_BP_FAT,"GO:0048024~regulation of mRNA splicing, via spliceosome",5,2.358490566,0.00779304,"E9PK54, Q9BTD8, Q15427, Q9Y5S9, K7EK33",187,70,16650,6.359816654,1,0.39357529,13.05261417
GOTERM_BP_FAT,GO:0016236~macroautophagy,8,3.773584906,0.007874552,"Q9UIL1, Q14596, P42858, O95140, Q9H082, P58004, C9JIC7, Q15388",187,203,16650,3.508864361,1,0.38993841,13.18022482
GOTERM_CC_FAT,GO:0036464~cytoplasmic ribonucleoprotein granule,7,3.301886792,0.008773702,"Q07352, Q9C035, H0Y4V9, I3L4Q0, O15116, Q9BX70, Q9BUT9",176,147,14527,3.930465368,0.977784484,0.253861029,11.6878174
GOTERM_BP_FAT,GO:0071824~protein-DNA complex subunit organization,9,4.245283019,0.009326892,"P10412, A8MT69, Q5TEC6, Q9Y294, P16403, P16402, P68431, P07305, P17096",187,262,16650,3.05853778,1,0.436189021,15.42449128
GOTERM_MF_FAT,GO:0044877~macromolecular complex binding,26,12.26415094,0.009774132,"Q9P021, O43639, Q9Y294, P07951, Q32P28, P10412, K7EMV4, Q9Y224, P07305, Q9HBE1, P62834, E9PK54, Q9BPX5, Q5TEC6, P07858, P17096, Q63HQ0, Q5SRQ6, P42704, P16403, P23284, P16402, P62318, P68431, P17706, Q6NXT1",182,1306,15478,1.693064975,0.995125019,0.735763246,13.32869967
GOTERM_BP_FAT,GO:0006461~protein complex assembly,27,12.73584906,0.010403919,"O43639, A8MT69, Q14596, Q9Y294, Q9UDW1, Q9Y244, P10412, O95169, P62993, P07305, O14657, Q15388, Q9BPX5, Q5TEC6, Q9NXR1, Q9BYG3, P17096, Q63HQ0, Q5SRQ6, Q5VWC4, H0YEH1, P16403, Q9C037, P16402, P68431, Q9NQA3, Q9C035",187,1445,16650,1.663675222,1,0.465245479,17.05330659
GOTERM_BP_FAT,GO:0070271~protein complex biogenesis,27,12.73584906,0.010491545,"O43639, A8MT69, Q14596, Q9Y294, Q9UDW1, Q9Y244, P10412, O95169, P62993, P07305, O14657, Q15388, Q9BPX5, Q5TEC6, Q9NXR1, Q9BYG3, P17096, Q63HQ0, Q5SRQ6, Q5VWC4, H0YEH1, P16403, Q9C037, P16402, P68431, Q9NQA3, Q9C035",187,1446,16650,1.662524685,1,0.461030516,17.18451343
GOTERM_BP_FAT,GO:1901566~organonitrogen compound biosynthetic process,26,12.26415094,0.010573399,"O43639, P53007, P46776, Q9BX95, J3QR64, Q9NX07, H0Y4V9, Q86TS9, Q5VV42, Q14353, P82664, Q07352, P47914, P62891, Q5VV89, H0Y3Q8, P58004, Q9BYK2, O75879, P62861, P42704, Q9UET6, Q16719, Q9BPZ3, Q96DP5, Q16595",187,1375,16650,1.683616918,1,0.456774757,17.30690189
GOTERM_BP_FAT,GO:0010506~regulation of autophagy,9,4.245283019,0.010867707,"Q9UIL1, C9JIZ6, P42858, Q9H082, A0A0C4DGQ5, P58004, Q01081, Q4G0F5, Q5TF21",187,269,16650,2.978947578,1,0.459231399,17.74554242
GOTERM_CC_FAT,GO:0031967~organelle envelope,24,11.32075472,0.01097323,"Q96D53, B1AP22, P53007, Q96TC7, O95140, Q92686, Q96BR5, Q9UDW1, O14684, Q86TS9, Q8NEH6, Q9NZJ6, Q9Y255, O95169, P42704, Q9BUR5, P82664, A0A087WSV8, Q9NZ45, P00403, E7ESC6, Q5VV89, O14657, Q15388",176,1149,14527,1.72406836,0.991491044,0.288566975,14.41191208
GOTERM_BP_FAT,GO:0071822~protein complex subunit organization,30,14.1509434,0.011293617,"O43639, A8MT69, Q9Y294, Q14596, Q9UDW1, Q9Y244, P10412, Q86TS9, O95169, P62993, P82664, P07305, O14657, Q15388, E9PK54, Q9BPX5, Q5TEC6, Q9NXR1, Q9BYG3, P17096, Q63HQ0, Q5SRQ6, Q5VWC4, H0YEH1, P16403, Q9C037, P16402, P68431, Q9NQA3, Q9C035",187,1674,16650,1.595652924,1,0.465521993,18.37643588
GOTERM_CC_FAT,GO:0031975~envelope,24,11.32075472,0.011517998,"Q96D53, B1AP22, P53007, Q96TC7, O95140, Q92686, Q96BR5, Q9UDW1, O14684, Q86TS9, Q8NEH6, Q9NZJ6, Q9Y255, O95169, P42704, Q9BUR5, P82664, A0A087WSV8, Q9NZ45, P00403, E7ESC6, Q5VV89, O14657, Q15388",176,1154,14527,1.716598393,0.993293329,0.283690899,15.07443194
GOTERM_BP_FAT,GO:0034660~ncRNA metabolic process,14,6.603773585,0.011818127,"O75879, Q99547, P36954, Q5VV42, P62861, P46776, Q9Y224, Q9UET6, Q9BYG3, P47914, P62891, Q96DP5, Q8WW01, Q9BYK2",187,570,16650,2.186884323,1,0.474351738,19.14710773
GOTERM_BP_FAT,GO:0080182~histone H3-K4 trimethylation,3,1.41509434,0.011845165,"P10412, P16403, P16402",187,15,16650,17.80748663,1,0.468706598,19.18664913
GOTERM_BP_FAT,"GO:0048026~positive regulation of mRNA splicing, via spliceosome",3,1.41509434,0.011845165,"E9PK54, Q15427, K7EK33",187,15,16650,17.80748663,1,0.468706598,19.18664913
